name,district_id
Thị trấn Phùng,22
Xã Trung Châu,22
Xã Thọ An,22
Xã Thọ Xuân,22
Xã Hồng Hà,22
Xã Liên Hồng,22
Xã Liên Hà,22
Xã Hạ Mỗ,22
Xã Liên Trung,22
Xã Phương Đình,22
Xã Thượng Mỗ,22
Xã Tân Hội,22
Xã Tân Lập,22
Xã Đan Phượng,22
Xã Đồng Tháp,22
Xã Song Phượng,22
